date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20May%202023%2015:47:12%20GMT	https://wp.seatheme.net/robots.txt		(from )
19:47:11	51480/51480	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20May%202023%2015:47:12%20GMT	https://wp.seatheme.net/real/elements-to-build-your-post/	C:/My%20Web%20Sites/Blog/wp.seatheme.net/real/elements-to-build-your-post/index.html	(from )
19:47:11	3514/3514	---M--	200	added ('OK')	image/png	etag:%22dba-5d69efafb09aa%22	https://wp.seatheme.net/real/wp-content/themes/real/img/apple-touch-icon-114x114.png	C:/My%20Web%20Sites/Blog/wp.seatheme.net/real/wp-content/themes/real/img/apple-touch-icon-114x114.png	(from https://wp.seatheme.net/real/elements-to-build-your-post/)
19:47:12	16845/16845	---MCZ	200	added ('OK')	text/css	etag:W/%2241cd-5b2f168f62608%22	https://wp.seatheme.net/real/wp-content/plugins/instagram-feed/css/sbi-styles.min.css?ver=2.5.4	C:/My%20Web%20Sites/Blog/wp.seatheme.net/real/wp-content/plugins/instagram-feed/css/sbi-styles.min21bb.css	(from https://wp.seatheme.net/real/elements-to-build-your-post/)
19:47:12	828/828	---MC-	200	added ('OK')	application/rss+xml	etag:%22995dfbf2dbeb2244e74c0d1ebc49d001%22	https://wp.seatheme.net/real/elements-to-build-your-post/feed/	C:/My%20Web%20Sites/Blog/wp.seatheme.net/real/elements-to-build-your-post/feed/index.html	(from https://wp.seatheme.net/real/elements-to-build-your-post/)
19:47:12	97517/97517	---MCZ	200	added ('OK')	text/css	etag:W/%2217ced-5f83eb9aa2f0c%22	https://wp.seatheme.net/real/wp-includes/css/dist/block-library/style.min.css?ver=6.2	C:/My%20Web%20Sites/Blog/wp.seatheme.net/real/wp-includes/css/dist/block-library/style.minae48.css	(from https://wp.seatheme.net/real/elements-to-build-your-post/)
19:47:12	291/291	---MCZ	200	added ('OK')	text/css	etag:W/%22123-5f83eb9a98ee1%22	https://wp.seatheme.net/real/wp-includes/css/classic-themes.min.css?ver=6.2	C:/My%20Web%20Sites/Blog/wp.seatheme.net/real/wp-includes/css/classic-themes.minae48.css	(from https://wp.seatheme.net/real/elements-to-build-your-post/)
19:47:13	17786/17786	---MCZ	200	added ('OK')	text/css	etag:W/%22457a-5b481bdd06769%22	https://wp.seatheme.net/real/wp-content/plugins/paid-memberships-pro/css/frontend.css?ver=2.5.1	C:/My%20Web%20Sites/Blog/wp.seatheme.net/real/wp-content/plugins/paid-memberships-pro/css/frontend9776.css	(from https://wp.seatheme.net/real/elements-to-build-your-post/)
19:47:13	86/86	---MCZ	200	added ('OK')	text/css	etag:W/%2256-5b481bdd06769%22	https://wp.seatheme.net/real/wp-content/plugins/paid-memberships-pro/css/print.css?ver=2.5.1	C:/My%20Web%20Sites/Blog/wp.seatheme.net/real/wp-content/plugins/paid-memberships-pro/css/print9776.css	(from https://wp.seatheme.net/real/elements-to-build-your-post/)
19:47:13	2659/2659	---MCZ	200	added ('OK')	text/css	etag:W/%22a63-5ae50afedf8fe%22	https://wp.seatheme.net/real/wp-content/plugins/mailchimp-for-wp/assets/css/form-basic.min.css?ver=4.8.1	C:/My%20Web%20Sites/Blog/wp.seatheme.net/real/wp-content/plugins/mailchimp-for-wp/assets/css/form-basic.mina288.css	(from https://wp.seatheme.net/real/elements-to-build-your-post/)
